EmployerSlug,Country,State,City,RegionLabel,LocationName,LocationType,Onsite,Hybrid,Remote,TotalPostings,SourceKind,SourceUrl,SourceRetrievedOn,IsFeatured,Notes
leidos,US,FL,Jacksonville,,Leidos Jacksonville,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,St. Petersburg,,Leidos St. Petersburg,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,Fort Lauderdale,,Leidos Fort Lauderdale,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,Fort Walton Beach,,Leidos Fort Walton Beach,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,Hurlburt Field,,Leidos Hurlburt Field,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,Kennedy Space Center,,Leidos Kennedy Space Center,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,Merritt Island,,Leidos Merritt Island,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,Cape Canaveral,,Leidos Cape Canaveral,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,Eglin Air Force Base,,Leidos Eglin Air Force Base,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,Gainesville,,Leidos Gainesville,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,Homestead,,Leidos Homestead,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,Pensacola,,Leidos Pensacola,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,FL,St. Augustine,,Leidos St. Augustine,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,GA,Atlanta,,Leidos Atlanta,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,GA,College Park,,Leidos College Park,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,GA,Augusta,,Leidos Augusta,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,GA,Savannah,,Leidos Savannah,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,GA,Fort Benning,,Leidos Fort Benning,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,HI,Aiea,,Leidos Aiea,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,HI,Pearl Harbor,,Leidos Pearl Harbor,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,HI,Honolulu,,Leidos Honolulu,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,HI,Hickam AFB,,Leidos Hickam AFB,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,HI,Kahului,,Leidos Kahului,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,HI,Fort Shafter,,Leidos Fort Shafter,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,HI,Marine Corps Base Kaneohe Bay,,Leidos Marine Corps Base Kaneohe Bay,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,HI,Wahiawa,,Leidos Wahiawa,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,ID,Boise,,Leidos Boise,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,ID,Meridian,,Leidos Meridian,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IL,Scott Air Force Base,,Leidos Scott Air Force Base,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IL,Chicago,,Leidos Chicago,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IL,Des Plaines,,Leidos Des Plaines,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IL,Peoria,,Leidos Peoria,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IL,Rock Island,,Leidos Rock Island,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IL,Carbondale,,Leidos Carbondale,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IL,Collinsville,,Leidos Collinsville,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IL,Great Lakes,,Leidos Great Lakes,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IL,Springfield,,Leidos Springfield,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IN,Indianapolis,,Leidos Indianapolis,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IN,Terre Haute,,Leidos Terre Haute,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IA,Des Moines,,Leidos Des Moines,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,IA,Johnston,,Leidos Johnston,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,KS,Junction City,,Leidos Junction City,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,KS,Fort Riley,,Leidos Fort Riley,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,KY,Lexington,,Leidos Lexington,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,KY,Louisville,,Leidos Louisville,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,LA,Baton Rouge,,Leidos Baton Rouge,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,LA,Fort Johnson,,Leidos Fort Johnson,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,LA,Hammond,,Leidos Hammond,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,LA,Lafayette,,Leidos Lafayette,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,LA,New Orleans,,Leidos New Orleans,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MA,Framingham,,Leidos Framingham,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MA,Bedford,,Leidos Bedford,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MA,Boston,,Leidos Boston,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MA,Concord,,Leidos Concord,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MA,Tewksbury,,Leidos Tewksbury,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MA,Worcester,,Leidos Worcester,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MA,Marlborough,,Leidos Marlborough,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MA,Natick,,Leidos Natick,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Odenton,,Leidos Odenton,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Bethesda,,Leidos Bethesda,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Annapolis Junction,,Leidos Annapolis Junction,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Fort Meade,,Leidos Fort Meade,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Gaithersburg,,Leidos Gaithersburg,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Columbia,,Leidos Columbia,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Laurel,,Leidos Laurel,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Suitland,,Leidos Suitland,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Linthicum Heights,,Leidos Linthicum Heights,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Rockville,,Leidos Rockville,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Camp Springs,,Leidos Camp Springs,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Baltimore,,Leidos Baltimore,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Hanover,,Leidos Hanover,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Greenbelt,,Leidos Greenbelt,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Linthicum,,Leidos Linthicum,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,California,,Leidos California,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Aberdeen,,Leidos Aberdeen,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Abingdon,,Leidos Abingdon,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Adelphi,,Leidos Adelphi,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MD,Frederick,,Leidos Frederick,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MI,Walled Lake,,Leidos Walled Lake,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
leidos,US,MI,Detroit,,Leidos Detroit,office,1,0,0,1,user_attested,,2026-08-25,N,"Leidos office/facility location. Footprint provided by maintainer 2026-08-25; Onsite=1 records attested presence, not a scraped opening total."
